Time (ms),Accelerometer,Gyroscope,Angle
0,10.0,0.05,-0.01
0,0.1,0.05,-0.0
0,0.1,0.12,-0.0
0,-0.12,0.12,-0.0
1,-0.12,0.12,-0.01
1,-0.12,0.04,-0.01
1,-0.12,0.04,-0.01
1,-0.12,0.04,-0.01
2,-0.12,0.04,-0.01
2,-0.12,0.18,-0.02
2,0.1,0.18,-0.01
2,0.1,0.18,-0.01
2,0.1,-0.04,-0.01
3,0.1,-0.04,-0.01
3,0.1,-0.04,-0.01
3,0.1,-0.07,-0.0
3,0.1,-0.07,-0.0
3,0.1,-0.07,0.0
4,0.1,0.06,0.0
4,-0.12,0.06,-0.0
4,-0.12,0.06,-0.0
4,0.32,0.04,0.0
4,0.32,0.04,0.01
5,-0.12,0.04,0.01
5,-0.12,0.04,0.01
5,0.32,0.18,0.01
5,-0.57,0.18,-0.0
5,-0.35,0.18,-0.01
6,-0.35,0.15,-0.01
6,-0.35,0.15,-0.02
6,0.1,0.15,-0.02
6,0.1,0.28,-0.02
6,0.1,0.28,-0.01
7,0.1,0.28,-0.01
7,-0.12,0.28,-0.01
7,-0.12,0.18,-0.02
7,-0.35,0.18,-0.02
7,0.32,0.18,-0.02
8,0.32,0.17,-0.01
8,-0.57,0.17,-0.02
8,-0.57,0.17,-0.03
8,0.32,0.13,-0.02
9,0.32,0.13,-0.02
9,-0.12,0.13,-0.02
9,-0.12,-0.01,-0.02
9,-0.12,-0.01,-0.02
9,0.32,-0.01,-0.02
10,0.32,0.06,-0.01
10,0.32,0.06,-0.0
10,0.32,0.06,0.0
10,0.1,0.06,0.01
10,0.1,0.19,0.01
10,-0.35,0.19,0.0
11,-0.35,0.19,-0.01
11,-0.12,0.26,-0.01
11,-0.12,0.26,-0.01
11,-0.12,0.26,-0.01
12,-0.12,0.16,-0.02
12,-0.12,0.16,-0.02
12,0.55,0.16,-0.01
12,0.55,0.46,0.01
12,0.32,0.46,0.01
13,-0.57,0.46,-0.0
13,-0.35,0.46,-0.01
13,-0.12,0.14,-0.01
13,-0.12,0.14,-0.01
14,0.1,0.14,-0.01
14,0.1,0.19,-0.01
14,0.1,0.19,-0.01
14,0.1,0.19,-0.0
14,0.32,0.03,0.0
15,-0.57,0.03,-0.01
15,-0.35,0.03,-0.01
15,0.1,0.03,-0.01
15,0.1,0.09,-0.01
16,0.32,0.09,-0.0
16,0.32,0.09,0.0
16,-0.12,0.15,0.0
16,-0.12,0.15,-0.0
16,0.32,0.15,0.0
17,0.32,0.11,0.01
17,-0.12,0.11,0.01
17,-0.12,0.11,0.01
17,-0.35,-0.03,-0.0
18,0.32,-0.03,0.01
18,0.32,-0.03,0.01
18,-0.57,-0.03,-0.0
18,-0.57,0.13,-0.01
18,-0.12,0.13,-0.01
19,-0.12,0.13,-0.02
19,0.32,0.04,-0.01
19,0.55,0.04,0.0
19,0.55,0.04,0.01
20,0.32,0.09,0.02
20,0.32,0.09,0.03
20,0.32,0.09,0.03
20,0.32,0.09,0.04
20,0.1,-0.01,0.04
21,0.1,-0.01,0.04
21,0.32,-0.01,0.05
21,0.32,0.08,0.05
21,-0.35,0.08,0.04
21,-0.35,0.08,0.04
22,-0.12,0.11,0.03
22,0.1,0.11,0.03
22,-0.84,0.11,0.01
22,0.06,-0.08,0.01
23,-0.17,-0.08,0.0
23,0.06,-0.08,0.0
23,0.06,-0.0,0.01
23,-0.17,-0.0,0.0
24,-0.17,-0.0,-0.0
27,0.28,0.07,0.0
30,0.28,0.07,0.01
33,-0.61,0.07,-0.0
37,-0.61,0.07,-0.01
38,0.28,0.1,-0.01
42,-0.61,0.1,-0.02
44,0.06,0.1,-0.02
47,-0.17,-0.02,-0.02
51,-0.17,-0.02,-0.03
54,0.06,-0.02,-0.02
56,0.06,-0.1,-0.02
59,-0.17,-0.1,-0.03
62,-0.17,-0.1,-0.03
66,0.06,-0.08,-0.03
68,-0.17,-0.08,-0.03
71,-0.17,-0.08,-0.03
74,0.28,-0.02,-0.03
77,0.28,-0.02,-0.02
79,-0.39,-0.02,-0.03
83,-0.39,-0.25,-0.03
85,-0.61,-0.25,-0.05
88,-0.17,-0.25,-0.05
91,-0.17,-0.25,-0.05
94,0.06,-0.08,-0.05
97,0.06,-0.08,-0.05
100,0.06,-0.08,-0.04
103,0.06,0.14,-0.04
106,0.06,0.14,-0.04
109,0.28,0.14,-0.03
111,0.28,0.06,-0.03
114,0.06,0.06,-0.03
117,0.06,0.06,-0.02
120,-0.39,-0.04,-0.03
123,-0.39,-0.04,-0.04
126,-0.39,-0.04,-0.05
129,-0.17,-0.2,-0.05
133,-0.17,-0.2,-0.05
135,-0.61,-0.2,-0.06
139,-0.61,0.01,-0.07
141,-0.39,0.01,-0.08
144,-0.39,0.01,-0.09
147,-0.17,0.01,-0.09
150,0.5,-0.04,-0.08
152,0.5,-0.04,-0.06
156,-0.17,-0.04,-0.07
158,-0.17,-0.06,-0.07
161,0.73,-0.06,-0.05
164,-0.17,-0.06,-0.05
168,0.06,-0.25,-0.05
171,0.06,-0.25,-0.05
173,0.06,-0.25,-0.05
176,-0.61,-0.03,-0.06
179,-0.61,-0.03,-0.07
182,0.28,-0.03,-0.06
185,0.28,-0.14,-0.06
189,0.28,-0.14,-0.05
191,0.06,-0.14,-0.05
193,0.06,2.1,-0.05
197,-0.39,-0.04,-0.05
200,-0.39,-0.04,-0.06
202,-0.17,-0.04,-0.06
206,-0.17,-0.02,-0.06
208,-0.17,-0.02,-0.07
211,0.5,-0.02,-0.05
214,0.5,-0.25,-0.04
217,0.28,-0.25,-0.04
220,0.28,-0.25,-0.03
223,-0.17,-0.27,-0.03
226,0.73,-0.27,-0.02
229,0.5,-0.27,-0.01
232,0.06,-0.02,-0.01
235,0.06,-0.02,-0.01
238,-0.17,-0.02,-0.01
240,-0.17,-0.11,-0.01
244,0.5,-0.11,-0.0
246,0.5,-0.11,0.01
250,0.28,-0.04,0.01
252,0.28,-0.04,0.02
255,0.28,-0.04,0.02
258,-0.17,-0.04,0.02
260,-0.17,-0.01,0.02
263,0.5,-0.01,0.03
266,0.5,-0.01,0.04
270,0.06,0.03,0.04
272,0.06,0.03,0.04
275,0.06,0.03,0.04
278,0.06,-0.11,0.04
281,-0.17,-0.11,0.03
284,-0.39,-0.11,0.03
287,-0.39,-0.11,0.02
290,-0.17,-0.24,0.01
292,-0.17,-0.24,0.01
295,0.06,-0.24,0.01
298,0.06,0.1,0.01
301,0.28,0.1,0.02
303,0.28,0.1,0.02
306,0.5,-0.02,0.03
309,-0.39,-0.02,0.02
312,-0.39,-0.02,0.01
315,0.06,0.1,0.02
319,0.06,0.1,0.02
320,0.06,0.1,0.02
323,0.06,0.1,0.02
325,0.06,-0.04,0.02
328,0.06,-0.04,0.02
331,0.28,-0.04,0.02
334,0.28,0.04,0.03
337,-0.17,0.04,0.03
339,-0.17,0.04,0.02
343,0.06,-2.2,0.02
345,0.06,-0.11,0.02
348,0.06,-0.11,0.02
351,-0.39,-0.11,0.02
354,-0.39,-0.04,0.01
356,0.28,-0.04,0.01
361,0.28,-0.04,0.02
362,0.06,-0.14,0.02
367,0.06,-0.14,0.02
371,0.06,-0.14,0.02
373,0.06,0.08,0.02
374,0.06,0.08,0.02
376,-0.17,0.08,0.02
380,-0.17,0.08,0.01
382,0.28,0.18,0.02
384,0.28,0.18,0.02
387,-0.17,0.18,0.02
389,-0.17,-0.07,0.02
392,-0.17,-0.07,0.01
395,-0.17,-0.07,0.01
398,0.28,-0.11,0.02
401,0.06,-0.11,0.02
404,0.06,-0.11,0.02
407,-0.17,-0.11,0.01
410,-0.17,-0.11,0.01
413,0.06,-0.11,0.01
416,0.06,-0.11,0.01
418,0.06,-0.27,0.01
421,0.06,-0.27,0.01
424,-0.17,-0.27,0.01
427,0.06,-0.0,0.01
430,0.06,-0.0,0.01
433,-0.17,-0.0,0.01
436,-0.17,0.13,0.0
439,0.28,0.13,0.01
441,0.28,0.13,0.02
445,-0.39,0.13,0.01
447,-0.39,0.13,-0.0
449,0.5,0.13,0.01
452,0.5,0.13,0.02
454,0.5,-0.04,0.03
457,-0.39,-0.04,0.02
460,-0.39,-0.04,0.01
464,-0.17,0.24,0.01
466,-0.17,0.24,0.01
469,-0.17,0.24,0.0
472,-0.17,-0.16,-0.0
475,0.28,-0.16,0.0
477,0.28,-0.16,0.01
480,0.28,-0.16,0.01
483,-0.61,-0.17,0.0
486,-0.61,-0.17,-0.01
489,-0.39,-0.17,-0.02
493,-0.39,-0.06,-0.03
495,0.5,-0.06,-0.01
498,0.5,-0.06,-0.0
501,-0.17,-0.14,-0.01
504,0.06,-0.14,-0.01
507,0.06,-0.14,-0.01
509,-0.39,0.14,-0.01
513,-0.39,0.14,-0.02
515,-0.17,0.14,-0.02
518,-0.17,0.04,-0.03
521,0.28,0.04,-0.02
524,-0.61,0.04,-0.03
527,-0.17,0.04,-0.03
530,-0.17,-0.08,-0.04
533,-0.17,-0.08,-0.04
536,-0.17,-0.08,-0.04
539,-0.17,-0.32,-0.05
542,0.06,-0.32,-0.04
546,0.95,-0.32,-0.02
548,0.28,-0.25,-0.02
550,0.06,-0.25,-0.02
553,0.06,-0.25,-0.01
556,0.5,-0.14,-0.0
560,0.5,-0.14,0.01
562,-0.39,-0.14,-0.0
565,0.5,0.04,0.01
568,0.5,0.04,0.02
570,-0.39,0.04,0.01
573,0.06,0.04,0.01
577,0.06,-0.04,0.01
580,0.06,-0.04,0.01
581,0.06,-0.04,0.01
584,0.06,-0.26,0.01
587,0.5,-0.26,0.02
590,0.5,-0.26,0.03
593,-0.17,-0.16,0.03
596,-0.17,-0.16,0.03
599,0.06,-0.16,0.03
601,0.06,0.15,0.03
604,0.06,0.15,0.03
607,0.06,0.15,0.03
609,0.06,0.15,0.03
612,-0.17,0.12,0.02
615,-0.17,0.12,0.02
618,-0.17,0.12,0.02
621,-0.17,0.17,0.01
623,0.5,0.17,0.02
626,0.5,0.17,0.03
629,0.5,0.05,0.04
632,0.5,0.05,0.05
634,0.28,0.05,0.06
637,0.28,0.05,0.06
640,0.28,-0.18,0.06
644,0.5,-0.18,0.07
646,0.5,-0.18,0.08
648,-0.17,-0.2,0.08
651,-0.17,-0.2,0.07
654,0.28,-0.2,0.08
657,0.28,-0.09,0.08
661,0.28,-0.09,0.08
663,-0.61,-0.09,0.07
666,0.06,-0.09,0.07
668,0.28,-0.1,0.07
671,0.28,-0.1,0.08
674,0.06,-0.1,0.08
677,0.06,-0.18,0.08
680,0.28,-0.18,0.08
682,0.28,-0.18,0.09
685,0.28,-0.14,0.09
688,-0.61,-0.14,0.08
691,-0.39,-0.14,0.07
695,0.28,-0.1,0.07
697,0.28,-0.1,0.07
700,-0.17,-0.1,0.07
702,-0.17,-0.1,0.06
705,0.06,-0.12,0.06
708,0.06,-0.12,0.06
711,-0.17,-0.12,0.06
714,-0.17,-0.23,0.06
717,0.06,-0.23,0.06
720,0.28,-0.23,0.06
722,0.28,-0.28,0.06
725,-0.39,-0.28,0.06
728,-0.39,-0.28,0.05
731,-0.17,-0.0,0.04
734,-0.17,-0.0,0.04
737,-0.17,-0.0,0.03
740,-0.17,-0.0,0.03
742,-0.39,-0.19,0.02
745,-0.17,-0.19,0.02
748,-0.17,-0.19,0.01
752,0.06,-0.04,0.01
754,0.06,-0.04,0.02
757,-0.39,-0.04,0.01
760,-0.39,-0.23,-0.0
763,-0.39,-0.23,-0.01
766,0.06,-0.23,-0.01
769,0.06,-0.28,-0.01
772,0.28,-0.28,-0.0
774,0.28,-0.28,0.01
777,0.28,-0.28,0.01
780,0.28,-0.11,0.02
783,-0.17,-0.11,0.01
786,-0.17,-0.11,0.01
789,-0.17,-0.25,0.01
791,0.28,-0.25,0.01
794,0.28,-0.25,0.02
797,-0.17,-0.2,0.01
800,-0.17,-0.2,0.01
803,0.28,-0.2,0.01
806,0.28,-0.18,0.02
809,-0.17,-0.18,0.02
812,-0.17,-0.18,0.01
814,-0.17,-0.13,0.01
817,-0.39,-0.13,0.0
821,-0.39,-0.13,-0.01
823,-0.17,-0.13,-0.01
826,-0.17,-0.25,-0.01
829,0.06,-0.25,-0.01
832,-0.84,-0.25,-0.03
835,-0.84,0.09,-0.04
838,0.28,0.09,-0.04
841,0.28,0.09,-0.03
844,0.06,0.07,-0.03
846,0.06,0.07,-0.03
849,0.28,0.07,-0.02
852,0.28,-0.07,-0.02
855,0.28,-0.07,-0.01
858,-0.61,-0.07,-0.02
861,-0.61,0.22,-0.03
864,0.28,0.22,-0.03
867,0.28,0.22,-0.02
869,-0.17,0.22,-0.02
872,-0.17,0.04,-0.03
875,0.28,0.04,-0.02
878,0.28,0.04,-0.02
881,0.28,0.1,-0.01
884,0.06,0.1,-0.01
886,0.06,0.1,-0.01
889,0.28,0.1,-0.0
892,0.28,0.1,0.0
895,0.06,0.1,0.01
897,0.06,0.1,0.01
900,0.06,0.04,0.01
903,0.06,0.04,0.01
906,0.28,0.04,0.01
908,0.28,-0.18,0.02
911,0.06,-0.18,0.02
914,0.06,-0.18,0.02
918,0.06,-0.21,0.02
920,0.28,-0.21,0.03
922,0.28,-0.21,0.03
925,-0.17,-0.21,0.03
928,-0.17,-0.16,0.02
933,-0.17,-0.16,0.02
935,-0.17,-0.16,0.02
937,-0.39,0.03,0.01
941,-0.39,0.03,-0.0
943,-0.17,0.03,-0.0
945,0.06,0.01,-0.0
949,0.06,0.01,-0.0
953,0.06,0.01,-0.0
954,0.06,0.17,0.0
958,0.28,0.17,0.01
959,0.28,0.17,0.01
962,-0.39,0.17,0.0
965,-0.39,0.09,-0.0
968,0.06,0.09,-0.0
971,0.95,0.09,0.02
973,0.28,-0.17,0.02
976,0.28,-0.17,0.03
979,0.28,-0.17,0.03
982,-0.17,-0.15,0.03
985,-0.17,-0.15,0.02
988,-0.17,-0.15,0.02
991,-0.17,-0.12,0.02
993,0.28,-0.12,0.02
996,0.28,-0.12,0.03
999,-0.17,-0.12,0.02
1002,0.06,-0.05,0.02
1005,0.06,-0.05,0.02
1008,0.06,-0.05,0.02
1010,0.06,0.03,0.03
1013,-0.17,0.03,0.02
1016,-0.17,0.03,0.02
1019,0.06,-0.07,0.02
1022,0.06,-0.07,0.02
1024,0.06,-0.07,0.02
1027,0.06,-0.07,0.02
1030,0.06,-0.17,0.02
1033,0.06,-0.17,0.02
1036,0.06,-0.17,0.02
1039,-0.17,-0.13,0.02
1041,-0.17,-0.13,0.02
1044,0.06,-0.13,0.02
1047,0.06,-0.14,0.02
1050,0.06,-0.14,0.02
1053,0.06,-0.14,0.02
1056,-0.39,0.02,0.01
1058,0.5,0.02,0.02
1061,0.5,0.02,0.03
1064,-0.39,0.02,0.02
1067,-0.39,-0.17,0.01
1070,-0.17,-0.17,0.01
1073,-0.17,-0.17,0.01
1075,-0.17,0.08,0.0
1078,-0.17,0.08,-0.0
1081,0.06,0.08,0.0
1084,0.06,-0.04,0.0
1087,0.06,-0.04,0.0
1089,0.28,-0.04,0.01
1092,0.28,-0.04,0.01
1095,0.28,-0.11,0.02
1098,0.28,-0.11,0.02
1101,-0.17,-0.11,0.02
1104,-0.17,-0.21,0.02
1107,-0.17,-0.21,0.01
1110,0.73,-0.21,0.03
1112,0.5,-0.33,0.04
1115,-0.61,-0.33,0.02
1118,-0.61,-0.33,0.01
1121,0.06,-0.27,0.01
1124,0.06,-0.27,0.01
1126,0.5,-0.27,0.02
1129,0.5,-0.27,0.03
1132,0.73,-0.05,0.05
1135,0.73,-0.05,0.06
1138,-0.39,-0.05,0.05
1141,0.28,-0.1,0.05
1143,0.28,-0.1,0.06
1146,-0.17,-0.1,0.05
1149,-0.17,-0.25,0.05
1152,0.28,-0.25,0.06
1155,0.28,-0.25,0.06
1158,0.06,0.04,0.06
1160,0.06,0.04,0.06
1163,-0.17,0.04,0.05
1166,-0.17,0.04,0.05
1169,0.06,-0.01,0.05
1172,0.06,-0.01,0.05
1174,0.06,-0.01,0.05
1177,-0.39,-0.05,0.04
1180,-0.39,-0.05,0.03
1183,0.06,-0.05,0.03
1186,0.06,-0.24,0.03
1189,-0.17,-0.24,0.03
1192,-0.17,-0.24,0.03
1195,-0.17,-0.11,0.02
1197,0.28,-0.11,0.03
1200,0.28,-0.11,0.03
1203,-0.39,-0.11,0.02
1206,-0.39,0.05,0.02
1209,-0.39,0.05,0.01
1212,-0.39,0.05,-0.0
1216,0.73,-0.05,0.01
1217,0.73,-0.05,0.03
1220,0.5,-0.05,0.04
1224,0.5,-0.2,0.05
1227,0.5,-0.2,0.06
1229,-0.39,-0.2,0.05
1233,-0.39,-0.07,0.04
1234,-0.17,-0.07,0.03
1237,-0.17,-0.07,0.03
1240,-0.39,-0.07,0.02
1243,0.5,-0.11,0.03
1247,0.28,-0.11,0.04
1249,-0.39,-0.11,0.03
1252,-0.39,-0.15,0.02
1255,-0.39,-0.15,0.01
1258,-0.39,-0.15,0.0
1260,0.06,-0.32,0.0
1263,0.06,-0.32,0.01
1266,-0.17,-0.32,0.0
1269,-0.17,-0.13,-0.0
1274,-0.39,-0.13,-0.01
1276,-0.17,-0.13,-0.01
1279,-0.17,0.03,-0.02
1282,0.28,0.03,-0.01
1284,0.28,0.03,-0.0
1286,0.28,0.03,0.0
1289,-0.61,-0.0,-0.01
1292,-0.17,-0.0,-0.01
1296,0.5,-0.0,-0.0
1298,0.5,-0.14,0.01
1302,0.28,-0.14,0.01
1303,0.28,-0.14,0.02
1306,0.5,-0.04,0.03
1309,0.5,-0.04,0.04
1312,-0.17,-0.04,0.03
1315,-0.17,-0.08,0.03
1319,-0.17,-0.08,0.02
1320,-0.39,-0.08,0.02
1325,-0.39,-0.08,0.01
1326,0.06,-0.17,0.01
1329,0.06,-0.17,0.01
1332,-0.17,-0.17,0.01
1336,-0.17,-0.13,0.0
1338,0.28,-0.13,0.01
1341,-0.61,-0.13,-0.0
1343,-0.17,-0.02,-0.01
1347,-0.17,-0.02,-0.01
1349,-0.17,-0.02,-0.01
1353,-0.17,-0.16,-0.02
1355,-0.17,-0.16,-0.02
1359,-0.17,-0.16,-0.02
1361,-0.39,-0.17,-0.03
1365,-0.39,-0.17,-0.04
1367,0.28,-0.17,-0.03
1370,0.28,-0.0,-0.02
1374,0.28,-0.0,-0.02
1376,0.28,-0.0,-0.01
1379,-0.61,-0.0,-0.02
1384,0.06,-0.04,-0.02
1384,0.06,-0.04,-0.02
1387,0.06,-0.04,-0.02
1391,0.06,-0.16,-0.02
1394,0.06,-0.16,-0.02
1397,0.06,-0.16,-0.02
1399,0.73,-0.09,-0.0
1402,-0.17,-0.09,-0.0
1405,-0.17,-0.09,-0.01
1408,-0.39,-0.21,-0.01
1411,-0.39,-0.21,-0.02
1414,0.06,-0.21,-0.02
1417,0.06,-0.06,-0.02
1420,0.5,-0.06,-0.01
1423,-0.39,-0.06,-0.02
1425,0.06,-0.08,-0.02
1428,0.73,-0.08,-0.0
1432,0.73,-0.08,0.01
1434,0.28,-0.08,0.02
1437,0.28,0.04,0.02
1440,-0.17,0.04,0.02
1442,-0.17,0.04,0.02
1445,0.06,-0.04,0.02
1448,0.06,-0.04,0.02
1451,-0.17,-0.04,0.02
1454,0.06,-0.03,0.02
1457,0.06,-0.03,0.02
1460,0.28,-0.03,0.02
1463,0.28,-0.03,0.03
1465,0.28,0.01,0.03
1468,0.28,0.01,0.04
1471,-0.39,0.01,0.03
1474,-0.39,-0.06,0.02
1477,0.06,-0.06,0.02
1479,0.06,-0.06,0.02
1482,-0.17,-0.17,0.02
1485,0.06,-0.17,0.02
1488,0.06,-0.17,0.02
1491,0.06,-0.25,0.02
1494,0.06,-0.25,0.02
1496,0.28,-0.25,0.03
1499,0.28,-0.25,0.03
1503,0.06,-0.27,0.03
1505,0.06,-0.27,0.03
1508,-0.61,-0.27,0.02
1511,-0.61,-0.24,0.01
1514,-0.61,-0.24,-0.01
1517,0.06,-0.24,-0.0
1519,0.06,-0.03,-0.0
1522,0.06,-0.03,-0.0
1525,0.06,-0.03,-0.0
1528,-0.17,-0.14,-0.0
1531,0.06,-0.14,-0.0
1534,0.06,-0.14,-0.0
1537,-0.17,-0.14,-0.01
1540,-0.17,-0.11,-0.01
1543,0.06,-0.11,-0.01
1546,0.06,-0.11,-0.01
1549,-0.39,0.05,-0.01
1552,0.28,0.05,-0.01
1554,0.28,0.05,-0.0
1557,0.06,-0.11,-0.0
1560,0.06,-0.11,-0.0
1563,0.28,-0.11,0.01
1566,0.28,-0.25,0.01
1569,-0.39,-0.25,0.0
1571,-0.39,-0.25,-0.0
1574,-0.17,0.06,-0.01
1577,0.5,0.06,0.0
1580,0.5,0.06,0.01
1583,-0.39,0.06,0.0
1586,-0.39,-0.24,-0.0
1589,-0.17,-0.24,-0.01
1592,-0.17,-0.24,-0.01
1595,-0.17,-0.09,-0.01
1597,-0.17,-0.09,-0.02
1600,-0.17,-0.09,-0.02
1603,0.06,-0.14,-0.02
1606,0.06,-0.14,-0.02
1609,0.06,-0.14,-0.02
1612,0.06,-0.14,-0.01
1615,-0.17,-0.14,-0.02
1617,-0.17,-0.14,-0.02
1621,-0.17,-0.0,-0.02
1623,0.28,-0.0,-0.02
1627,0.28,-0.0,-0.01
1630,-0.17,-0.2,-0.01
1633,-0.17,-0.2,-0.02
1635,0.06,-0.2,-0.02
1638,0.95,-0.2,0.0
1641,0.5,-0.32,0.01
1646,-0.17,-0.32,0.01
1647,-0.17,-0.32,0.01
1650,0.06,-0.32,0.01
1652,0.06,-0.32,0.01
1655,0.06,-0.32,0.01
1660,0.06,-0.09,0.01
1662,0.06,-0.09,0.01
1664,0.95,-0.09,0.03
1667,0.28,-0.14,0.04
1669,0.06,-0.14,0.04
1672,0.06,-0.14,0.04
1675,0.5,-0.14,0.05
1677,0.5,-0.16,0.05
1681,0.06,-0.16,0.05
1683,0.06,-0.16,0.05
1686,-0.17,-0.21,0.05
1689,-0.17,-0.21,0.05
1692,-0.39,-0.21,0.04
1695,-0.17,-0.13,0.03
1698,-0.17,-0.13,0.03
1700,0.5,-0.13,0.04
1703,0.5,-0.21,0.05
1706,0.06,-0.21,0.05
1709,0.06,-0.21,0.05
1712,0.06,-0.21,0.05
1715,0.06,-0.0,0.05
1717,-0.39,-0.0,0.04
1720,0.28,-0.0,0.04
1723,0.28,0.07,0.05
1726,-0.39,0.07,0.04
1729,-0.39,0.07,0.03
1731,0.06,0.14,0.03
1734,0.06,0.14,0.03
1737,0.06,0.14,0.03
1739,0.06,0.14,0.03
1743,0.06,0.03,0.03
1745,0.06,0.03,0.03
1748,-0.61,0.03,0.02
1750,-0.61,0.04,0.01
1753,-0.17,0.04,0.01
1756,0.06,0.04,0.01
1759,0.06,-0.01,0.01
1762,-0.17,-0.01,0.0
1765,-0.17,-0.01,0.0
1768,-0.17,-0.01,-0.0
1770,-0.17,-0.05,-0.01
1774,0.28,-0.05,-0.0
1777,-0.61,-0.05,-0.01
1779,0.06,0.03,-0.01
1782,-0.17,0.03,-0.01
1785,-0.17,0.03,-0.02
1788,0.28,-0.07,-0.01
1791,0.28,-0.07,-0.01
1795,0.06,-0.07,-0.0
1797,0.06,-0.15,-0.0
1800,-0.39,-0.15,-0.01
1803,0.06,-0.15,-0.01
1805,0.06,-0.34,-0.01
1809,-0.17,-0.34,-0.01
1811,-0.17,-0.34,-0.01
1816,0.06,-0.25,-0.01
1817,0.06,-0.25,-0.01
1820,0.28,-0.25,-0.01
1823,-0.39,-0.25,-0.01
1826,-0.39,0.04,-0.02
1829,-0.17,0.04,-0.02
1832,-0.17,0.04,-0.03
1835,-0.17,-0.04,-0.03
1838,-0.17,-0.04,-0.03
1841,-0.39,-0.04,-0.04
1844,0.06,0.14,-0.04
1846,0.06,0.14,-0.04
1849,-0.39,0.14,-0.04
1852,-0.39,-0.04,-0.05
1855,-0.17,-0.04,-0.05
1858,-0.17,-0.04,-0.05
1862,-0.17,-0.26,-0.06
1864,0.06,-0.26,-0.05
1867,0.06,-0.26,-0.05
1870,-0.17,-0.05,-0.06
1873,-0.17,-0.05,-0.06
1876,0.5,-0.05,-0.05
1879,0.5,-0.05,-0.04
1882,0.28,0.05,-0.03
1885,-0.17,0.05,-0.03
1888,-0.17,0.05,-0.03
1891,-0.17,0.06,-0.04
1894,-0.17,0.06,-0.04
1896,0.06,0.06,-0.04
1899,0.06,-0.31,-0.04
1902,-0.17,-0.31,-0.04
1905,0.73,-0.31,-0.02
1908,0.5,-0.08,-0.01
1911,-0.17,-0.08,-0.02
1914,-0.17,-0.08,-0.02
1917,-0.17,-0.0,-0.02
1920,-0.17,-0.0,-0.02
1923,-0.39,-0.0,-0.03
1926,-0.39,-0.08,-0.04
1929,0.06,-0.08,-0.04
1932,-0.17,-0.08,-0.04
1935,-0.17,-0.08,-0.04
1938,0.28,-0.04,-0.04
1940,0.28,-0.04,-0.03
1944,0.28,-0.04,-0.02
1947,-0.61,-0.08,-0.04
1949,0.06,-0.08,-0.03
1952,-0.17,-0.08,-0.04
1955,-0.17,-0.03,-0.04
1958,0.28,-0.03,-0.03
1961,0.28,-0.03,-0.03
1964,0.28,0.01,-0.02
1967,-0.61,0.01,-0.03
1970,-0.39,0.01,-0.04
1972,0.06,-0.05,-0.04
1975,0.06,-0.05,-0.04
1979,0.5,-0.05,-0.02
1981,0.5,-0.11,-0.01
1984,0.28,-0.11,-0.01
1987,-0.61,-0.11,-0.02
1990,0.06,-0.11,-0.02
1994,0.5,0.04,-0.01
1996,0.5,0.04,0.0
1998,0.73,0.04,0.02
2002,0.73,-0.17,0.03
2004,2.96,-0.17,0.09
2007,2.96,-0.17,0.15
2011,1.62,-0.23,0.18
2013,1.62,-0.23,0.2
2015,2.07,-0.23,0.24
2018,-0.61,-0.23,0.22
2021,-0.17,-0.39,0.22
2024,-4.19,-0.39,0.13
2027,-4.19,-0.39,0.04
2030,-5.53,0.02,-0.07
2033,-5.53,0.02,-0.18
2035,1.62,0.02,-0.14
2038,-0.17,-0.13,-0.14
2041,-0.39,-0.13,-0.15
2044,-0.17,-0.13,-0.15
2047,-0.17,-0.33,-0.15
2050,0.73,-0.33,-0.13
2053,0.73,-0.33,-0.11
2056,0.95,-1.21,-0.09
2059,1.84,-1.21,-0.05
2062,1.17,-1.21,-0.03
2065,2.74,-2.16,0.03
2068,2.74,-2.16,0.08
2070,2.96,-2.16,0.14
2073,2.96,-2.16,0.19
2076,1.4,-2.61,0.22
2079,1.4,-2.61,0.24
2082,-1.51,-2.61,0.21
2085,-1.51,-2.82,0.17
2088,-1.28,-2.82,0.14
2091,-3.07,-2.82,0.08
2093,-3.07,-6.76,0.02
2096,-5.08,-6.76,-0.09
2099,-5.08,-6.76,-0.19
2103,-3.3,-12.62,-0.25
2106,2.74,-12.62,-0.19
2109,2.74,-12.62,-0.13
2112,1.17,-11.69,-0.1
2115,1.17,-11.69,-0.08
2118,0.95,-11.69,-0.06
2121,0.06,-11.85,-0.06
2124,-0.17,-11.85,-0.06
2127,1.17,-11.85,-0.03
2130,1.17,-15.73,-0.01
2133,1.4,-15.73,0.02
2136,1.4,-15.73,0.05
2139,3.41,-20.18,0.11
2142,4.08,-20.18,0.19
2145,4.08,-20.18,0.27
2147,4.97,-20.18,0.37
2150,4.97,-23.1,0.46
2153,6.09,-23.1,0.57
2156,6.09,-23.1,0.68
2159,4.52,-19.05,0.76
2162,5.42,-19.05,0.85
2165,5.42,-19.05,0.94
2168,2.96,-10.71,0.98
2171,2.96,-10.71,1.02
2174,3.85,-10.71,1.08
2177,3.85,-6.61,1.13
2180,3.41,-6.61,1.18
2182,3.41,-6.61,1.22
2185,2.96,-7.87,1.26
2188,3.18,-7.87,1.3
2191,3.18,-7.87,1.33
2194,3.85,-7.87,1.39
2197,3.85,-9.48,1.43
2199,3.63,-9.48,1.48
2202,3.63,-9.48,1.52
